dashboard_id,category,sheet_name,mark_type,status,error_name,severity,problem,fix,source_rule,annotator_label,notes
supply_chain/Inventory Explorer,supply_chain,Trend,line,Flagged,Line chart on unordered categories,ERROR,This line chart uses 'federated.0dt8w8y1npnjxw15o3sps0hmt6bj' on the X axis. That field is an unordered text category. The line implies a trend between points that does not actually exist.,Switch to a Bar chart. Use Line only when X is a date or an ordered sequence.,bar_tick_area_line_without_continuous_x_y,,
supply_chain/Inventory Explorer,supply_chain,Understock,bar,Flagged,No numeric field on any axis,ERROR,This bar chart has no numeric or date field on either axis. Bar lengths and line heights need a number to be meaningful.,Add a numeric measure (e.g. SUM of Sales) to Rows or Columns.,bar_tick_area_line_without_continuous_x_y,,
supply_chain/Inventory,supply_chain,OS Bar Chart,bar,Flagged,No numeric field on any axis,ERROR,This bar chart has no numeric or date field on either axis. Bar lengths and line heights need a number to be meaningful.,Add a numeric measure (e.g. SUM of Sales) to Rows or Columns.,bar_tick_area_line_without_continuous_x_y,,
supply_chain/Inventory,supply_chain,OS Table,bar,Flagged,No numeric field on any axis,ERROR,This bar chart has no numeric or date field on either axis. Bar lengths and line heights need a number to be meaningful.,Add a numeric measure (e.g. SUM of Sales) to Rows or Columns.,bar_tick_area_line_without_continuous_x_y,,
supply_chain/Inventory,supply_chain,OS Trend,bar,Flagged,No numeric field on any axis,ERROR,This bar chart has no numeric or date field on either axis. Bar lengths and line heights need a number to be meaningful.,Add a numeric measure (e.g. SUM of Sales) to Rows or Columns.,bar_tick_area_line_without_continuous_x_y,,
supply_chain/Inventory,supply_chain,T Bar Chart,bar,Flagged,No numeric field on any axis,ERROR,This bar chart has no numeric or date field on either axis. Bar lengths and line heights need a number to be meaningful.,Add a numeric measure (e.g. SUM of Sales) to Rows or Columns.,bar_tick_area_line_without_continuous_x_y,,
supply_chain/Inventory,supply_chain,T Table,bar,Flagged,No numeric field on any axis,ERROR,This bar chart has no numeric or date field on either axis. Bar lengths and line heights need a number to be meaningful.,Add a numeric measure (e.g. SUM of Sales) to Rows or Columns.,bar_tick_area_line_without_continuous_x_y,,
supply_chain/Inventory,supply_chain,T Trend,bar,Flagged,No numeric field on any axis,ERROR,This bar chart has no numeric or date field on either axis. Bar lengths and line heights need a number to be meaningful.,Add a numeric measure (e.g. SUM of Sales) to Rows or Columns.,bar_tick_area_line_without_continuous_x_y,,
supply_chain/Supply Chain - QOH,supply_chain,bundles,line,Clean,,,,,,,
supply_chain/Supply Chain Analysis,supply_chain,Total Cost of Cut by Month,bar,Flagged,Bar chart comparing two numeric fields,ERROR,"Bar chart has numeric fields on both X and Y axes. A bar chart is meant to compare one measure across categories, not to show the relationship between two numbers.",Use a Scatter plot (Circle mark) to compare two numeric fields.,bar_tick_continuous_x_y,,
supply_chain/Supply Chain Analysis,supply_chain,Total Quantity Shipped by Month,pie,Clean,,,,,,,
supply_chain/Supply Chain Analysis,supply_chain,‘Adj Qty’ by Month – By Item Number,bar,Flagged,Bar chart comparing two numeric fields,ERROR,"Bar chart has numeric fields on both X and Y axes. A bar chart is meant to compare one measure across categories, not to show the relationship between two numbers.",Use a Scatter plot (Circle mark) to compare two numeric fields.,bar_tick_continuous_x_y,,
supply_chain/Supply Chain Analytics - Executive Scorecard_10.0 (1),supply_chain,1) Total Spend by month,bar,Clean,,,,,,,
supply_chain/Supply Chain Analytics - Executive Scorecard_10.0 (1),supply_chain,2) Shipment Count by month,bar,Clean,,,,,,,
supply_chain/Supply Chain Analytics - Executive Scorecard_10.0 (1),supply_chain,Mode Legend- Exec DB,square,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis.,Add a numeric measure to the X axis shelf.,point_tick_bar_without_x_or_y,,
supply_chain/Supply Chain Analytics - Executive Scorecard_10.0,supply_chain,1) Total Spend by month,bar,Clean,,,,,,,
supply_chain/Supply Chain Analytics - Executive Scorecard_10.0,supply_chain,2) Shipment Count by month,bar,Clean,,,,,,,
supply_chain/Supply Chain Analytics - Executive Scorecard_10.0,supply_chain,"3) Buy Total, Weight, Shipment Count",pie,Clean,,,,,,,
supply_chain/Supply Chain Analytics - Executive Scorecard_10.0,supply_chain,Mode Legend- Exec DB,square,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis.,Add a numeric measure to the X axis shelf.,point_tick_bar_without_x_or_y,,
supply_chain/Supply Chain Analytics - Executive Scorecard_10.0,supply_chain,Status by Weight per shipment,pie,Clean,,,,,,,
supply_chain/supply chain analytics,supply_chain,Sheet 7,square,Flagged,Chart has no data fields,ERROR,This square chart has no fields on any shelf - it shows nothing.,"Add fields to Rows, Columns, Color or Size shelves.",no_encodings,,
supply_chain/Supply Chain Dashbaord,supply_chain,1) Total Spend by month,bar,Clean,,,,,,,
supply_chain/Supply Chain Dashbaord,supply_chain,2) Shipment Count by month,bar,Clean,,,,,,,
supply_chain/Supply Chain Dashbaord,supply_chain,Mode Legend- Exec DB,square,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis.,Add a numeric measure to the X axis shelf.,point_tick_bar_without_x_or_y,,
supply_chain/Supply Chain Dashboard (1),supply_chain,Cancelled Orders,pie,Clean,,,,,,,
supply_chain/Supply Chain Dashboard (1),supply_chain,Complete Orders ,pie,Clean,,,,,,,
supply_chain/Supply Chain Dashboard (1),supply_chain,Consumer,bar,Flagged,Bar chart comparing two numeric fields,ERROR,"Bar chart has numeric fields on both X and Y axes. A bar chart is meant to compare one measure across categories, not to show the relationship between two numbers.",Use a Scatter plot (Circle mark) to compare two numeric fields.,bar_tick_continuous_x_y,,
supply_chain/Supply Chain Dashboard (1),supply_chain,Consumer (2),line,Clean,,,,,,,
supply_chain/Supply Chain Dashboard (1),supply_chain,Corp,bar,Flagged,Bar chart comparing two numeric fields,ERROR,"Bar chart has numeric fields on both X and Y axes. A bar chart is meant to compare one measure across categories, not to show the relationship between two numbers.",Use a Scatter plot (Circle mark) to compare two numeric fields.,bar_tick_continuous_x_y,,
supply_chain/Supply Chain Dashboard (1),supply_chain,Corp (2),bar,Flagged,Bar chart comparing two numeric fields,ERROR,"Bar chart has numeric fields on both X and Y axes. A bar chart is meant to compare one measure across categories, not to show the relationship between two numbers.",Use a Scatter plot (Circle mark) to compare two numeric fields.,bar_tick_continuous_x_y,,
supply_chain/Supply Chain Dashboard (1),supply_chain,Holding,bar,Flagged,No numeric field on any axis,ERROR,This bar chart has no numeric or date field on either axis. Bar lengths and line heights need a number to be meaningful.,Add a numeric measure (e.g. SUM of Sales) to Rows or Columns.,bar_tick_area_line_without_continuous_x_y,,
supply_chain/Supply Chain Dashboard (1),supply_chain,Manager,square,Clean,,,,,,,
supply_chain/Supply Chain Dashboard (1),supply_chain,Pending Orders,pie,Clean,,,,,,,
supply_chain/Supply Chain Dashboard (1),supply_chain,Product Bump,circle,Clean,,,,,,,
supply_chain/Supply Chain Dashboard (1),supply_chain,Sheet 20,bar,Clean,,,,,,,
supply_chain/Supply Chain Dashboard (1),supply_chain,Suspected Fraud,pie,Clean,,,,,,,
supply_chain/Supply chain Dashboard (2),supply_chain,Profitable Category,pie,Flagged,Chart has no data fields,ERROR,This pie chart has no fields on any shelf - it shows nothing.,"Add fields to Rows, Columns, Color or Size shelves.",no_encodings,,
supply_chain/Supply chain Dashboard (2),supply_chain,Profitable Segment,circle,Flagged,Chart has no data fields,ERROR,This circle chart has no fields on any shelf - it shows nothing.,"Add fields to Rows, Columns, Color or Size shelves.",no_encodings,,
supply_chain/Supply chain Dashboard (2),supply_chain,Sales and Profit Running Total,area,Clean,,,,,,,
supply_chain/Supply chain Dashboard (2),supply_chain,Sales by Category,pie,Flagged,Chart has no data fields,ERROR,This pie chart has no fields on any shelf - it shows nothing.,"Add fields to Rows, Columns, Color or Size shelves.",no_encodings,,
supply_chain/Supply chain Dashboard (2),supply_chain,Sales by Order Date,area,Clean,,,,,,,
supply_chain/SUPPLY CHAIN DASHBOARD (3),supply_chain,Consumer Trend,line,Clean,,,,,,,
supply_chain/SUPPLY CHAIN DASHBOARD (3),supply_chain,Corporate Trend,line,Clean,,,,,,,
supply_chain/SUPPLY CHAIN DASHBOARD (3),supply_chain,Home Office Trend,line,Clean,,,,,,,
supply_chain/SUPPLY CHAIN DASHBOARD (3),supply_chain,SUMMARIES,text,Clean,,,,,,,
supply_chain/SUPPLY CHAIN DASHBOARD (3),supply_chain,Small Business Trend,line,Clean,,,,,,,
supply_chain/Supply Chain Dashboard (4),supply_chain,Cost ban,area,Clean,,,,,,,
supply_chain/Supply Chain Dashboard (4),supply_chain,Sheet 15,text,Clean,,,,,,,
supply_chain/Supply Chain Dashboard (4),supply_chain,Units ban,circle,Clean,,,,,,,
supply_chain/Supply Chain Dashboard (4),supply_chain,ban,bar,Clean,,,,,,,
supply_chain/Supply Chain Dashboard (4),supply_chain,cost ban,area,Clean,,,,,,,
supply_chain/Supply Chain Dashboard (4),supply_chain,cost rank,bar,Flagged,Bar chart comparing two numeric fields,ERROR,"Bar chart has numeric fields on both X and Y axes. A bar chart is meant to compare one measure across categories, not to show the relationship between two numbers.",Use a Scatter plot (Circle mark) to compare two numeric fields.,bar_tick_continuous_x_y,,
supply_chain/Supply Chain Dashboard (4),supply_chain,facility line chart,bar,Flagged,Bar chart comparing two numeric fields,ERROR,"Bar chart has numeric fields on both X and Y axes. A bar chart is meant to compare one measure across categories, not to show the relationship between two numbers.",Use a Scatter plot (Circle mark) to compare two numeric fields.,bar_tick_continuous_x_y,,
supply_chain/Supply Chain Dashboard (4),supply_chain,on target?,bar,Flagged,Bar chart comparing two numeric fields,ERROR,"Bar chart has numeric fields on both X and Y axes. A bar chart is meant to compare one measure across categories, not to show the relationship between two numbers.",Use a Scatter plot (Circle mark) to compare two numeric fields.,bar_tick_continuous_x_y,,
supply_chain/Supply Chain Dashboard (4),supply_chain,supplier,bar,Flagged,Bar chart comparing two numeric fields,ERROR,"Bar chart has numeric fields on both X and Y axes. A bar chart is meant to compare one measure across categories, not to show the relationship between two numbers.",Use a Scatter plot (Circle mark) to compare two numeric fields.,bar_tick_continuous_x_y,,
supply_chain/Supply Chain Dashboard (4),supply_chain,time trend,bar,Flagged,Bar chart comparing two numeric fields,ERROR,"Bar chart has numeric fields on both X and Y axes. A bar chart is meant to compare one measure across categories, not to show the relationship between two numbers.",Use a Scatter plot (Circle mark) to compare two numeric fields.,bar_tick_continuous_x_y,,
supply_chain/Supply Chain Dashboard (4),supply_chain,who else supplies ,bar,Clean,,,,,,,
supply_chain/Supply Chain Dashboard (5),supply_chain,1) Total Spend by month,bar,Clean,,,,,,,
supply_chain/Supply Chain Dashboard (5),supply_chain,2) Shipment Count by month,bar,Clean,,,,,,,
supply_chain/Supply Chain Dashboard (5),supply_chain,"3) Buy Total, Weight, Shipment Count",pie,Clean,,,,,,,
supply_chain/Supply Chain Dashboard (5),supply_chain,"4/5) Cost per shipment, unit and weight per shipment",line,Flagged,Line chart on unordered categories,ERROR,This line chart uses 'excel-direct.42205.479355810188' on the X axis. That field is an unordered text category. The line implies a trend between points that does not actually exist.,Switch to a Bar chart. Use Line only when X is a date or an ordered sequence.,bar_tick_area_line_without_continuous_x_y,,
supply_chain/Supply Chain Dashboard (5),supply_chain,Mode Legend- Exec DB,square,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis.,Add a numeric measure to the X axis shelf.,point_tick_bar_without_x_or_y,,
supply_chain/Supply Chain Dashboard (5),supply_chain,Status by Weight per shipment,pie,Clean,,,,,,,
supply_chain/Supply Chain Dashboard (6),supply_chain,Distribution of  by Market Region by,circle,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the Y axis.,Add a numeric measure to the Y axis shelf.,point_tick_bar_without_x_or_y,,
supply_chain/Supply Chain Dashboard (6),supply_chain,Distribution of  by Shipping Mode,circle,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the Y axis.,Add a numeric measure to the Y axis shelf.,point_tick_bar_without_x_or_y,,
supply_chain/Supply Chain Dashboard (6),supply_chain,Late Deliv Boxplot,circle,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the Y axis.,Add a numeric measure to the Y axis shelf.,point_tick_bar_without_x_or_y,,
supply_chain/Supply Chain Dashboard (6),supply_chain,Late Delivery Rate vs On-Time Delivery Rate,line,Clean,,,,,,,
supply_chain/Supply Chain Dashboard (6),supply_chain,Overeall Late Deliv Hist,bar,Clean,,,,,,,
supply_chain/Supply Chain Dashboard (6),supply_chain,"Revenue, Profit, Profit Margin",line,Clean,,,,,,,
supply_chain/Supply chain Dashboard,supply_chain,Deliv Rate Trend,bar,Clean,,,,,,,
supply_chain/Supply chain Dashboard,supply_chain,Order Details 1,bar,Clean,,,,,,,
supply_chain/Supply chain Dashboard,supply_chain,Order Details 2,bar,Clean,,,,,,,
supply_chain/Supply chain Dashboard,supply_chain,Order Timeline,bar,Clean,,,,,,,
supply_chain/Supply chain Dashboard,supply_chain,Orders Trend,bar,Clean,,,,,,,
supply_chain/Supply chain Dashboard,supply_chain,Payment Details 1,bar,Clean,,,,,,,
supply_chain/Supply chain Dashboard,supply_chain,Product Details 1,bar,Clean,,,,,,,
supply_chain/Supply chain Dashboard,supply_chain,Product Details 2,bar,Clean,,,,,,,
supply_chain/Supply chain Dashboard,supply_chain,Sales Trend,bar,Clean,,,,,,,
supply_chain/Supply chain Dashboard,supply_chain,Table Picker,bar,Clean,,,,,,,
supply_chain/Supply chain Dashboard,supply_chain,Top 3 Categ Bar,bar,Clean,,,,,,,
supply_chain/Supply chain Dashboard,supply_chain,Top 3 State Bar,bar,Clean,,,,,,,
supply_chain/Supply Chain Executive Scorecard,supply_chain,Cost per Shipment,square,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis and Y axis.,Add a numeric measure to the X axis and Y axis shelf.,point_tick_bar_without_x_or_y,,
supply_chain/Supply Chain Executive Scorecard,supply_chain,Cost per Unit,square,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis and Y axis.,Add a numeric measure to the X axis and Y axis shelf.,point_tick_bar_without_x_or_y,,
supply_chain/Supply Chain Executive Scorecard,supply_chain,Sales,square,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis and Y axis.,Add a numeric measure to the X axis and Y axis shelf.,point_tick_bar_without_x_or_y,,
supply_chain/Supply Chain Executive Scorecard,supply_chain,Shipment Count,square,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis and Y axis.,Add a numeric measure to the X axis and Y axis shelf.,point_tick_bar_without_x_or_y,,
supply_chain/Supply Chain Executive Scorecard,supply_chain,Weight,square,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis and Y axis.,Add a numeric measure to the X axis and Y axis shelf.,point_tick_bar_without_x_or_y,,
supply_chain/Supply Chain Executive Scorecard,supply_chain,Weight per Shipment,square,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis and Y axis.,Add a numeric measure to the X axis and Y axis shelf.,point_tick_bar_without_x_or_y,,
